website_name,competence_date,country_code,currency_code,brand,category1_code,category2_code,category3_code,product_code,title,itemurl,imageurl,full_price,price,full_price_eur,price_eur,flg_discount
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,HOODIES & SWEATSHIRTS,80727441,EKD Cotton Sweatshirt,https://us.burberry.com/ekd-cotton-sweatshirt-p80727441,https://assets.burberry.com/is/image/Burberryltd/98A12872-386A-4808-9380-E2231408329D,910.0,910.0,839.48,839.48,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,GIRLS,DRESSES & JUMPSUITS,80729331,EKD Cotton Polo Shirt Dress,https://us.burberry.com/ekd-cotton-polo-shirt-dress-p80729331,https://assets.burberry.com/is/image/Burberryltd/58827A79-667C-4B2D-9D15-A52C48D87BB5,370.0,370.0,341.32,341.32,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,EYEWEAR,40811251,B Motif Square Frame Sunglasses,https://us.burberry.com/b-motif-square-frame-sunglasses-p40811251,https://assets.burberry.com/is/image/Burberryltd/F3435412-C23B-43ED-A465-140EAD9C3489,360.0,360.0,332.1,332.1,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,VIEW ALL FRAGRANCE,39289891,My Burberry Eau de Parfum 90ml,https://us.burberry.com/my-burberry-eau-de-parfum-90ml-p39289891,https://assets.burberry.com/is/image/Burberryltd/EC1C642F-F03C-4C3F-9536-4D75F3C19EF5,168.0,168.0,154.98,154.98,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,FACE,39844691,Burberry Cashmere Concealer – Honey No.04,https://us.burberry.com/burberry-cashmere-concealer-honey-no04-p39844691,https://assets.burberry.com/is/image/Burberryltd/53B36C49-7BA8-4440-9B7F-AFB6B0DE0889,43.0,43.0,39.66,39.66,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,LIPS,40628081,Lip Velvet Crush – Light Crimson No.49,https://us.burberry.com/lip-velvet-crush-light-crimson-no49-p40628081,https://assets.burberry.com/is/image/Burberryltd/4D97FFC1-E8FD-41D0-93F2-92539898F937,34.0,34.0,31.36,31.36,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,VIEW ALL FRAGRANCE,40804581,Her Eau de Parfum 50ml,https://us.burberry.com/her-eau-de-parfum-50ml-p40804581,https://assets.burberry.com/is/image/Burberryltd/2D69FAFE-2129-4BAC-9B19-DE027F64E4D9,129.0,129.0,119.0,119.0,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,FACE,40818251,Ultimate Glow Foundation – 30 Light Neutral,https://us.burberry.com/ultimate-glow-foundation-30-light-neutral-p40818251,https://assets.burberry.com/is/image/Burberryltd/D3BB2731-F916-4277-B568-7B7CF6B65186,62.0,62.0,57.19,57.19,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,FACE,40818391,Ultimate Glow Cushion – 40 Light Cool,https://us.burberry.com/ultimate-glow-cushion-40-light-cool-p40818391,https://assets.burberry.com/is/image/Burberryltd/074FBF65-C519-4F69-B420-D2D464F70FCC,58.0,58.0,53.5,53.5,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,LIPS,40821651,Burberry Kisses Matte – Burgundy No.102,https://us.burberry.com/burberry-kisses-matte-burgundy-no102-p40821651,https://assets.burberry.com/is/image/Burberryltd/D0561BAB-FAC0-4E69-99A5-2D637156162C,45.0,45.0,41.51,41.51,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,LIPS,40821671,Burberry Kisses Matte – Red Crimson No.107,https://us.burberry.com/burberry-kisses-matte-red-crimson-no107-p40821671,https://assets.burberry.com/is/image/Burberryltd/CDC27255-DFE5-4D94-BCBF-89780294D02D,45.0,45.0,41.51,41.51,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,VIEW ALL FRAGRANCE,40826261,Her Eau de Toilette 100ml,https://us.burberry.com/her-eau-de-toilette-100ml-p40826261,https://assets.burberry.com/is/image/Burberryltd/477BDB03-7ED6-410D-A937-E21DAC5757DE,142.0,142.0,130.99,130.99,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,FACE,40826371,Matte Glow Cushion – 40 Light Cool,https://us.burberry.com/matte-glow-cushion-40-light-cool-p40826371,https://assets.burberry.com/is/image/Burberryltd/DFEF4127-F961-49AE-ABBB-31564B34C3A5,58.0,58.0,53.5,53.5,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,LATEST,CHILDREN’S VACATION EDIT,40815931,Vintage Check Navigator Sunglasses,https://us.burberry.com/vintage-check-navigator-sunglasses-p40815931,https://assets.burberry.com/is/image/Burberryltd/488809EB-B21B-45ED-BF6F-DB59D793F8BB,170.0,170.0,156.82,156.82,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,LIPS,40817831,Burberry Kisses – Beige Trench No.01,https://us.burberry.com/burberry-kisses-beige-trench-no01-p40817831,https://assets.burberry.com/is/image/Burberryltd/AB2A9F80-CFEA-4BC5-8F86-D33AF079CDF4,45.0,45.0,41.51,41.51,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,LIPS,40817861,Burberry Kisses – Delicate Rose No.14,https://us.burberry.com/burberry-kisses-delicate-rose-no14-p40817861,https://assets.burberry.com/is/image/Burberryltd/827F2D4D-D2B8-4010-88E9-23E1CAA352B1,45.0,45.0,41.51,41.51,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,LIPS,40817951,Burberry Kisses – Rebellious Rose No.44,https://us.burberry.com/burberry-kisses-rebellious-rose-no44-p40817951,https://assets.burberry.com/is/image/Burberryltd/4DA8CDBB-D273-42F7-8C3C-FEA3EECBE6D8,45.0,45.0,41.51,41.51,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,LIPS,40817961,Burberry Kisses – Magenta No.47,https://us.burberry.com/burberry-kisses-magenta-no47-p40817961,https://assets.burberry.com/is/image/Burberryltd/7FD3179F-FD7F-4723-98C8-F01110EFBB84,45.0,45.0,41.51,41.51,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,LIPS,40818041,Burberry Kisses – Equestrian Brown No.95,https://us.burberry.com/burberry-kisses-equestrian-brown-no95-p40818041,https://assets.burberry.com/is/image/Burberryltd/385946F7-7736-4256-B45E-52AE2FF242A0,45.0,45.0,41.51,41.51,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,LIPS,40818141,Burberry Kisses – Signature Gold No.188,https://us.burberry.com/burberry-kisses-signature-gold-no188-p40818141,https://assets.burberry.com/is/image/Burberryltd/B93C6DE5-E4DE-4C47-B918-48F328699984,45.0,45.0,41.51,41.51,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,SHOES,SNEAKERS,80723421,Leather and Check Cotton Sneakers,https://us.burberry.com/leathercheck-cotton-sneakers-p80723421,https://assets.burberry.com/is/image/Burberryltd/9D805E87-54CA-494E-A35F-7FA5AAD9E410,620.0,620.0,571.95,571.95,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,POLOS & T-SHIRTS,80727041,Check EKD Cotton Piqué Polo Shirt,https://us.burberry.com/check-ekd-cotton-pique-polo-shirt-p80727041,https://assets.burberry.com/is/image/Burberryltd/20EF46BB-1EDF-498B-ADB7-CEAF01F1C0DE,650.0,650.0,599.63,599.63,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,OUTERWEAR,PUFFER JACKETS,80727151,Belted Puffer Coat,https://us.burberry.com/belted-puffer-coat-p80727151,https://assets.burberry.com/is/image/Burberryltd/A00AAD26-F6CA-43AD-881D-21BFFB88E805,1890.0,1890.0,1743.54,1743.54,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,POLOS & T-SHIRTS,80727751,Embroidered EKD Cotton T-shirt,https://us.burberry.com/embroidered-ekd-cotton-t-shirt-p80727751,https://assets.burberry.com/is/image/Burberryltd/1F43DE60-0F77-4DEB-9A63-43CFCD2F4BD5,680.0,680.0,627.3,627.3,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BOYS,KNITWEAR & SWEATSHIRTS,80688031,EKD Fleece Hoodie,https://us.burberry.com/ekd-fleece-hoodie-p80688031,https://assets.burberry.com/is/image/Burberryltd/743279B6-A67D-4296-96EA-192A7BE8E6DF,630.0,630.0,581.18,581.18,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,SHIRTS,80690471,Short-sleeve Check Cotton Shirt,https://us.burberry.com/short-sleeve-check-cotton-shirt-p80690471,https://assets.burberry.com/is/image/Burberryltd/C47492DF-1F22-4825-9987-2306CCFD9BF2,610.0,610.0,562.73,562.73,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,SILK SCARVES,N.A.,80690771,Polka Dot Check Silk Scarf,https://us.burberry.com/polka-dot-check-silk-scarf-p80690771,https://assets.burberry.com/is/image/Burberryltd/B1D3D96D-6EFC-44F4-9957-ECD8C8111296,250.0,250.0,230.62,230.62,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,SHOES,SNEAKERS,80690911,Leather and Check Cotton Sneakers,https://us.burberry.com/leathercheck-cotton-sneakers-p80690911,https://assets.burberry.com/is/image/Burberryltd/2CA6A091-7117-42BD-8031-8C02C23C71A9,690.0,690.0,636.53,636.53,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BOYS,TROUSERS & SHORTS,80691061,Check Panel Cotton Shorts,https://us.burberry.com/check-panel-cotton-shorts-p80691061,https://assets.burberry.com/is/image/Burberryltd/57038039-8F45-4415-B7B8-570303E6D683,280.0,280.0,258.3,258.3,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BOYS,TROUSERS & SHORTS,80691861,College Graphic Cotton Jogging Pants,https://us.burberry.com/college-graphic-cotton-jogging-pants-p80691861,https://assets.burberry.com/is/image/Burberryltd/5970166C-C57F-4E21-BDA5-5A822056AB54,370.0,370.0,341.32,341.32,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BOYS,POLOS & T-SHIRTS,80692071,EKD Cotton T-shirt,https://us.burberry.com/ekd-cotton-t-shirt-p80692071,https://assets.burberry.com/is/image/Burberryltd/99C52EB5-1410-4C22-9482-385D61F0E293,200.0,200.0,184.5,184.5,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,HATS & GLOVES,80729481,Monogram Motif Gabardine Baseball Cap,https://us.burberry.com/monogram-motif-gabardine-baseball-cap-p80729481,https://assets.burberry.com/is/image/Burberryltd/66D12B24-523B-4404-9FAC-F3F87F6A78A7,530.0,530.0,488.92,488.92,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BABY,SKIRTS & TROUSERS,80692591,EKD Motif Cotton Twill Chinos,https://us.burberry.com/ekd-motif-cotton-twill-chinos-p80692591,https://assets.burberry.com/is/image/Burberryltd/1B689BAD-E747-4FF0-81C4-058201061585,230.0,230.0,212.17,212.17,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,SILK SCARVES,N.A.,80693651,Statue Silk Scarf,https://us.burberry.com/statue-silk-scarf-p80693651,https://assets.burberry.com/is/image/Burberryltd/7DF0B2E5-8232-4F51-BBBD-25BA481C657B,490.0,490.0,452.02,452.02,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BABY,COATS & JACKETS,80694201,Check Jacket,https://us.burberry.com/check-jacket-p80694201,https://assets.burberry.com/is/image/Burberryltd/23689071-6AC3-4D3E-A756-4C8DC8FE4B16,550.0,550.0,507.38,507.38,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,SHOES,LOAFERS & LACE-UPS,80694701,Check Panel Leather Loafers,https://us.burberry.com/check-panel-leather-loafers-p80694701,https://assets.burberry.com/is/image/Burberryltd/4B321555-D114-4E86-9BAE-32B6F2D8ACD0,820.0,820.0,756.45,756.45,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BABY,TOPS,80695301,College Graphic Cotton T-shirt,https://us.burberry.com/college-graphic-cotton-t-shirt-p80695301,https://assets.burberry.com/is/image/Burberryltd/451E2336-8B09-4B44-8561-30F013EDEAE8,190.0,190.0,175.27,175.27,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BAGS,CROSSBODY,80696621,Check Medium Bowling Bag,https://us.burberry.com/check-medium-bowling-bag-p80696621,https://assets.burberry.com/is/image/Burberryltd/3CF924D3-1439-4B44-BCE9-CDE31C07BFA7,1750.0,1750.0,1614.39,1614.39,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,SILK SCARVES,N.A.,80693641,Statue Silk Scarf,https://us.burberry.com/statue-silk-scarf-p80693641,https://assets.burberry.com/is/image/Burberryltd/623D630F-4A8A-4240-BB54-AAC0562E4160,490.0,490.0,452.02,452.02,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BABY,COATS & JACKETS,80694131,Check Cotton Gabardine Reversible Car Coat,https://us.burberry.com/check-cotton-gabardine-reversible-car-coat-p80694131,https://assets.burberry.com/is/image/Burberryltd/DC05113F-FD07-41E3-8314-42EFB8DA9AFC,1250.0,1250.0,1153.13,1153.13,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,GIRLS,TOPS,80694171,Thomas Bear Cotton T-shirt,https://us.burberry.com/thomas-bear-cotton-t-shirt-p80694171,https://assets.burberry.com/is/image/Burberryltd/EDFDA9D0-1051-4405-949F-CB61984C5509,230.0,230.0,212.17,212.17,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BOYS,POLOS & T-SHIRTS,80696761,Label Print Cotton Polo Shirt,https://us.burberry.com/label-print-cotton-polo-shirt-p80696761,https://assets.burberry.com/is/image/Burberryltd/1D896000-1C1A-4A01-B49D-86694044EFB9,370.0,370.0,341.32,341.32,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BABY,GROWS & GIFT SETS,80697211,Thomas Bear Print Cotton Bodysuit,https://us.burberry.com/thomas-bear-print-cotton-bodysuit-p80697211,https://assets.burberry.com/is/image/Burberryltd/E6BED9F6-00D7-4DB2-A895-EC0A0A50C1C5,190.0,190.0,175.27,175.27,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,OUTERWEAR,JACKETS,80697431,Monogram EKD Shape-memory Taffeta Hooded Jacket,https://us.burberry.com/monogram-ekd-shape-memory-taffeta-hooded-jacket-p80697431,https://assets.burberry.com/is/image/Burberryltd/7908A49A-F074-433C-8B63-7299B3B0EF4D,2050.0,2050.0,1891.14,1891.14,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,BAGS,CROSSBODY BAGS,80697481,Leather Medium Alfred Messenger Bag,https://us.burberry.com/leather-medium-alfred-messenger-bag-p80697481,https://assets.burberry.com/is/image/Burberryltd/096EE340-7CD6-499B-A0DA-24F106CAA1F0,2290.0,2290.0,2112.54,2112.54,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BAGS,CROSSBODY,80697521,Lola Clutch,https://us.burberry.com/lola-clutch-p80697521,https://assets.burberry.com/is/image/Burberryltd/CAF994E0-94D3-4657-AFC2-1464C3B22E81,1290.0,1290.0,1190.03,1190.03,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,BAGS,HOLDALLS,80697781,Boston Holdall,https://us.burberry.com/boston-holdall-p80697781,https://assets.burberry.com/is/image/Burberryltd/FDFB44C7-DB6A-4C35-BB39-D3ACE818996A,3290.0,3290.0,3035.05,3035.05,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,BAGS,CROSSBODY BAGS,80697921,Small Alfred Messenger Bag,https://us.burberry.com/small-alfred-messenger-bag-p80697921,https://assets.burberry.com/is/image/Burberryltd/F5011734-90AF-409E-AA25-7715A59D3265,1650.0,1650.0,1522.14,1522.14,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,HOODIES & SWEATSHIRTS,80699981,EKD Velvet Track Top,https://us.burberry.com/ekd-velvet-track-top-p80699981,https://assets.burberry.com/is/image/Burberryltd/C76EA7A6-2AF1-4049-A324-28FA46AB9E07,1650.0,1650.0,1522.14,1522.14,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,LATEST,NEW,80694841,Logo Quilted Puffer Coat,https://us.burberry.com/logo-quilted-puffer-coat-p80694841,https://assets.burberry.com/is/image/Burberryltd/D0203198-4EAB-4E66-BDA3-C558DDED11C2,960.0,960.0,885.6,885.6,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BOYS,KNITWEAR & SWEATSHIRTS,80695041,Thomas Bear Argyle Wool Cardigan,https://us.burberry.com/thomas-bear-argyle-wool-cardigan-p80695041,https://assets.burberry.com/is/image/Burberryltd/F42BC764-57EB-4099-B000-0C374977F374,540.0,540.0,498.15,498.15,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,BABY,KNITWEAR & SWEATSHIRTS,80695261,Thomas Bear Print Cotton Sweatshirt,https://us.burberry.com/thomas-bear-print-cotton-sweatshirt-p80695261,https://assets.burberry.com/is/image/Burberryltd/D1D8D7F6-ED18-4E31-A7F7-D1F0BD36D3A7,300.0,300.0,276.75,276.75,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,GIRLS,SKIRTS & TROUSERS,80696801,Label Nylon Blend Skirt,https://us.burberry.com/label-nylon-blend-skirt-p80696801,https://assets.burberry.com/is/image/Burberryltd/C67046BA-C228-40C7-BAE2-BAA85CF25E4C,480.0,480.0,442.8,442.8,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,GIRLS,DRESSES & JUMPSUITS,80696851,Check Stretch Silk Dress,https://us.burberry.com/check-stretch-silk-dress-p80696851,https://assets.burberry.com/is/image/Burberryltd/85D1A6B9-D71B-4049-A278-90C633D7B998,930.0,930.0,857.93,857.93,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,FACE,40818321,Ultimate Glow Foundation – 80 Medium Warm,https://us.burberry.com/ultimate-glow-foundation-80-medium-warm-p40818321,https://assets.burberry.com/is/image/Burberryltd/FFA9C027-A6D1-4B64-8308-D52FA6415FCA,62.0,62.0,57.19,57.19,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,EYEWEAR,40830511,Oversized Geometric Frame Sunglasses,https://us.burberry.com/oversized-geometric-frame-sunglasses-p40830511,https://assets.burberry.com/is/image/Burberryltd/EB9BBD65-4ECB-4E65-ADBB-1C5EB9756A24,390.0,390.0,359.77,359.77,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,EYEWEAR,40831241,Cat-eye Frame Optical Glasses,https://us.burberry.com/cat-eye-frame-optical-glasses-p40831241,https://assets.burberry.com/is/image/Burberryltd/D9C45EBF-7CD9-4E03-A7DA-A55D96F823E6,310.0,310.0,285.97,285.97,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,EYEWEAR,40832011,Logo Detail Cat-eye Frame Sunglasses,https://us.burberry.com/logo-detail-cat-eye-frame-sunglasses-p40832011,https://assets.burberry.com/is/image/Burberryltd/B78D1EEF-2705-453B-B617-23A2EB044346,330.0,330.0,304.42,304.42,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,FACE,40832871,Beyond Wear Perfecting Matte Foundation – 30 Light Cool,https://us.burberry.com/beyond-wear-perfecting-matte-foundation-30-light-cool-p40832871,https://assets.burberry.com/is/image/Burberryltd/8C8CAE09-62FB-4F6F-A89B-053A6BF9FDD1,60.0,60.0,55.35,55.35,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,FACE,40832931,Beyond Wear Perfecting Matte Foundation – 100 Medium-Deep Cool,https://us.burberry.com/beyond-wear-perfecting-matte-foundation-100-medium-deep-cool-p40832931,https://assets.burberry.com/is/image/Burberryltd/CF79E023-4ACC-4231-98CB-F17F80C125A8,60.0,60.0,55.35,55.35,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,FACE,40833061,Beyond Wear Perfecting Matte Foundation – 130 Deep Neutral,https://us.burberry.com/beyond-wear-perfecting-matte-foundation-130-deep-neutral-p40833061,https://assets.burberry.com/is/image/Burberryltd/548CC751-623D-4E3A-9FCA-73983DB18561,60.0,60.0,55.35,55.35,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,SUNGLASSES,40835751,Pilot Sunglasses,https://us.burberry.com/pilot-sunglasses-p40835751,https://assets.burberry.com/is/image/Burberryltd/52AE2D1C-A783-4C3B-B9E5-18CF1420C83A,470.0,470.0,433.57,433.57,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,SUNGLASSES,40835911,Square Frame Sunglasses,https://us.burberry.com/square-frame-sunglasses-p40835911,https://assets.burberry.com/is/image/Burberryltd/06DB820C-1C16-40BD-891B-2A9172BC3DE0,410.0,410.0,378.22,378.22,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,LIPS,40821611,Burberry Kisses Matte – Orange Red No.71,https://us.burberry.com/burberry-kisses-matte-orange-red-no71-p40821611,https://assets.burberry.com/is/image/Burberryltd/8CAEC801-65FE-4FA2-825E-D2048E625302,45.0,45.0,41.51,41.51,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,LIPS,40821701,Burberry Kisses Matte – Vintage Orange No.121,https://us.burberry.com/burberry-kisses-matte-vintage-orange-no121-p40821701,https://assets.burberry.com/is/image/Burberryltd/9C87D476-9561-4DAF-944D-ADEC4C31FC89,45.0,45.0,41.51,41.51,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,ACCESSORIES,SUNGLASSES,40822951,Logo Detail Square Frame Sunglasses,https://us.burberry.com/logo-detail-square-frame-sunglasses-p40822951,https://assets.burberry.com/is/image/Burberryltd/9AE447B6-EB9F-4534-8B75-0470DDDA7763,310.0,310.0,285.97,285.97,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,FACE,40826361,Matte Glow Cushion – 30 Light Warm,https://us.burberry.com/matte-glow-cushion-30-light-warm-p40826361,https://assets.burberry.com/is/image/Burberryltd/6EBDBB6F-5B59-4CBC-A7C1-1D009FC70524,58.0,58.0,53.5,53.5,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BEAUTY,VIEW ALL MAKE-UP,40836151,Burberry Kisses Liquid Matte – Tangerine Red No.108,https://us.burberry.com/burberry-kisses-liquid-matte-tangerine-red-no108-p40836151,https://assets.burberry.com/is/image/Burberryltd/80159274-18DF-4065-991A-2F8ED2C71B60,43.0,43.0,39.66,39.66,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,CLOTHES,UNDERWEAR,80110611,Cotton Boxer Shorts,https://us.burberry.com/cotton-boxer-shorts-p80110611,https://assets.burberry.com/is/image/Burberryltd/D7EF4E70-214A-4933-8819-ECDFCD6427EB,130.0,130.0,119.92,119.92,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,OUTERWEAR,COATS,80133361,Wool Blend Pea Coat,https://us.burberry.com/wool-blend-pea-coat-p80133361,https://assets.burberry.com/is/image/Burberryltd/27E2304A-E981-4EA2-AFC8-8A35B1A5DE2C,1650.0,1650.0,1522.14,1522.14,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,ACCESSORIES,SCARVES,80151621,Check Cashmere Scarf,https://us.burberry.com/check-cashmere-scarf-p80151621,https://assets.burberry.com/is/image/Burberryltd/02578C55-9261-46B3-80DA-9DCA377DBD69,370.0,370.0,341.32,341.32,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BAGS,CROSSBODY,80736751,Small Lola Bag,https://us.burberry.com/small-lola-bag-p80736751,https://assets.burberry.com/is/image/Burberryltd/801F612A-E452-48CF-BD2A-86E9032D93B0,2290.0,2290.0,2112.54,2112.54,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,LIGHTWEIGHT SCARVES,N.A.,80736841,Check Wool Cashmere Scarf,https://us.burberry.com/check-wool-cashmere-scarf-p80736841,https://assets.burberry.com/is/image/Burberryltd/4D031ED3-68C3-437F-B111-2CDF51105764,550.0,550.0,507.38,507.38,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BAGS,TOP HANDLE,80736931,Mini Frances Bag,https://us.burberry.com/mini-frances-bag-p80736931,https://assets.burberry.com/is/image/Burberryltd/0D393D57-F256-444E-9073-D7E4D7C0F5E8,2690.0,2690.0,2481.54,2481.54,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,WALLETS & CARD CASES,80739021,Check Continental Wallet,https://us.burberry.com/check-continental-wallet-p80739021,https://assets.burberry.com/is/image/Burberryltd/5C603BAF-DE8D-4391-BA09-8C9B83E9B331,720.0,720.0,664.2,664.2,0
Burberry,2023-11-17,USA,USD,BURBERRY,MAN,SHOES,BOOTS,80452441,Vintage Check Detail Leather Chelsea Boots,https://us.burberry.com/vintage-check-detail-leather-chelsea-boots-p80452441,https://assets.burberry.com/is/image/Burberryltd/487A07AE-A61B-460F-AB9E-E2F1235DFDAB,950.0,950.0,876.38,876.38,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,OUTERWEAR,COATS,80710241,Camel Hair Wool Tailored Coat,https://us.burberry.com/camel-hair-wool-tailored-coat-p80710241,https://assets.burberry.com/is/image/Burberryltd/2F43AAA8-2867-443F-999F-86306AFDA9E8,3750.0,3750.0,3459.4,3459.4,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,CLOTHES,DRESSES,80710971,Ruffled Polka Dot Silk Chiffon Dress,https://us.burberry.com/ruffled-polka-dot-silk-chiffon-dress-p80710971,https://assets.burberry.com/is/image/Burberryltd/BEF66BFA-5986-477F-91B5-D124C588FB25,2850.0,2850.0,2629.15,2629.15,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,CLOTHES,SHIRTS & TOPS,80712931,Check Cotton Shirt,https://us.burberry.com/check-cotton-shirt-p80712931,https://assets.burberry.com/is/image/Burberryltd/0F2282FC-7F74-4860-9124-61D57002C32D,830.0,830.0,765.68,765.68,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,CLOTHES,SHIRTS & TOPS,80712941,Lace Panel Silk Blouse,https://us.burberry.com/lace-panel-silk-blouse-p80712941,https://assets.burberry.com/is/image/Burberryltd/D2A2E1B0-5DBF-4269-9D1F-61C853CBF949,1950.0,1950.0,1798.89,1798.89,0
Burberry,2023-11-17,USA,USD,BURBERRY,KIDS,GIRLS,KNITWEAR & SWEATSHIRTS,80695631,Oak Leaf Crest Cotton Cardigan,https://us.burberry.com/oak-leaf-crest-cotton-cardigan-p80695631,https://assets.burberry.com/is/image/Burberryltd/5E67F262-4626-4F84-8477-6238DB5D2CF8,440.0,440.0,405.9,405.9,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,BAGS,SHOULDER,80696641,Check and Leather Backpack,https://us.burberry.com/checkleather-backpack-p80696641,https://assets.burberry.com/is/image/Burberryltd/8268793D-2FCE-4D3F-8A99-E72F34BD3F0B,2050.0,2050.0,1891.14,1891.14,0
Burberry,2023-11-17,USA,USD,BURBERRY,WOMAN,ACCESSORIES,EYEWEAR,40830481,Oversized Geometric Frame Sunglasses,https://us.burberry.com/oversized-geometric-frame-sunglasses-p40830481,https://assets.burberry.com/is/image/Burberryltd/22AF152F-91E6-4796-9064-7B6ACCA72294,390.0,390.0,359.77,359.77,0
